Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002938,Male,Yes,0,Graduate,Yes,31120,0.0,67132,360.0,1.0,Urban,Y
LP002940,Male,No,0,Not Graduate,No,18833,0.0,50992,360.0,1.0,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,21383,1000.0,61978,360.0,1.0,Rural,N
LP002943,Male,No,,Graduate,No,17987,0.0,48304,360.0,0.0,Semiurban,N
LP002945,Male,Yes,0,Graduate,Yes,24963,0.0,91580,360.0,1.0,Rural,Y
LP002948,Male,Yes,2,Graduate,No,20780,0.0,95892,360.0,1.0,Urban,Y
LP002949,Female,No,3+,Graduate,,15416,41667.0,48516,180.0,,Urban,N
LP002950,Male,Yes,0,Not Graduate,,17894,2792.0,38519,360.0,1.0,Rural,Y
LP002953,Male,Yes,3+,Graduate,No,20703,0.0,76392,360.0,1.0,Urban,Y
LP002958,Male,No,0,Graduate,No,18676,4301.0,72235,360.0,1.0,Rural,Y
LP002959,Female,Yes,1,Graduate,No,27000,0.0,47980,360.0,1.0,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,17400,3800.0,37022,180.0,1.0,Urban,N
LP002961,Male,Yes,1,Graduate,No,18400,2500.0,23294,360.0,1.0,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,No,18987,1411.0,20218,360.0,1.0,Rural,Y
LP002974,Male,Yes,0,Graduate,No,18232,1950.0,94209,360.0,1.0,Rural,Y
LP002978,Female,No,0,Graduate,No,17900,0.0,42704,360.0,1.0,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,19106,0.0,26607,180.0,1.0,Rural,Y
LP002983,Male,Yes,1,Graduate,No,23072,240.0,68210,360.0,1.0,Urban,Y
LP002984,Male,Yes,2,Graduate,No,22583,0.0,79219,360.0,1.0,Urban,Y
LP002990,Female,No,0,Graduate,Yes,19583,0.0,54234,360.0,0.0,Semiurban,N
